nama_ptn,akronim,nama_prodi,jenjang,nilai_rata_rata
UNIVERSITAS NEGERI SURABAYA,UNESA,FISIKA,S1,81.83
UNIVERSITAS NEGERI SURABAYA,UNESA,PENDIDIKAN TEKNIK BANGUNAN,S1,81.76
UNIVERSITAS NEGERI SURABAYA,UNESA,ILMU HUKUM (UNESA KAMPUS MAGETAN),S1,81.69
UNIVERSITAS NEGERI SURABAYA,UNESA,SASTRA JERMAN,S1,81.55
UNIVERSITAS NEGERI SURABAYA,UNESA,MUSIK,S1,81.45
UNIVERSITAS NEGERI SURABAYA,UNESA,PENDIDIKAN BAHASA JERMAN,S1,81.43
UNIVERSITAS NEGERI SURABAYA,UNESA,SENI RUPA MURNI,S1,81.41
UNIVERSITAS NEGERI SURABAYA,UNESA,MANAJEMEN OLAHRAGA,S1,81.35
UNIVERSITAS NEGERI SURABAYA,UNESA,"PENDIDIKAN JASMANI, KESEHATAN, DAN REKREASI (UNESA KAMPUS MAGETAN)",S1,81.11
UNIVERSITAS NEGERI SURABAYA,UNESA,PENDIDIKAN KEPELATIHAN OLAHRAGA (KAMPUS KABUPATEN MAGETAN),S1,81.01
UNIVERSITAS NEGERI SURABAYA,UNESA,PENDIDIKAN MATEMATIKA (UNESA KAMPUS MAGETAN),S1,80.85
UNIVERSITAS NEGERI SURABAYA,UNESA,ILMU ADMINISTRASI NEGARA (PSDKU MAGETAN),S1,80.81
UNIVERSITAS NEGERI SURABAYA,UNESA,PENDIDIKAN TATA RIAS (UNESA KAMPUS MAGETAN),S1,80.63
UNIVERSITAS NEGERI SURABAYA,UNESA,PARIWISATA,S1,80.51
UNIVERSITAS NEGERI SURABAYA,UNESA,SASTRA INGGRIS (UNESA KAMPUS MAGETAN),S1,80.45
UNIVERSITAS NEGERI SURABAYA,UNESA,TEKNOLOGI PANGAN DAN HASIL PERTANIAN,S1,80.24
UNIVERSITAS NEGERI SURABAYA,UNESA,PENDIDIKAN BAHASA DAN SASTRA INDONESIA (KAMPUS KABUPATEN MAGETAN),S1,80.21
UNIVERSITAS NEGERI SURABAYA,UNESA,TEKNOLOGI PENDIDIKAN (KAMPUS KABUPATEN MAGETAN),S1,80.16
UNIVERSITAS NEGERI SURABAYA,UNESA,PENDIDIKAN GURU PENDIDIKAN ANAK USIA DINI (KAMPUS KABUPATEN MAGETAN),S1,80.15
UNIVERSITAS NEGERI SURABAYA,UNESA,MASASE,S1,80.07
UNIVERSITAS NEGERI YOGYAKARTA,UNY,TATA BOGA,D4,89.06
UNIVERSITAS NEGERI YOGYAKARTA,UNY,ADMINISTRASI PERKANTORAN,D4,88.28
UNIVERSITAS NEGERI YOGYAKARTA,UNY,TATA BUSANA,D4,88.16
UNIVERSITAS NEGERI YOGYAKARTA,UNY,TATA RIAS DAN KECANTIKAN,D4,87.87
UNIVERSITAS NEGERI YOGYAKARTA,UNY,MANAJEMEN PEMASARAN,D4,87.75
UNIVERSITAS NEGERI YOGYAKARTA,UNY,AKUNTANSI,D4,87.32
UNIVERSITAS NEGERI YOGYAKARTA,UNY,TEKNIK MESIN,D4,86.19
UNIVERSITAS NEGERI YOGYAKARTA,UNY,MESIN OTOMOTIF,D4,85.1
UNIVERSITAS NEGERI YOGYAKARTA,UNY,PROMOSI KESEHATAN,D4,84.73
UNIVERSITAS NEGERI YOGYAKARTA,UNY,TEKNIK SIPIL,D4,84.7
UNIVERSITAS NEGERI YOGYAKARTA,UNY,TEKNIK ELEKTRONIKA,D4,84.46
UNIVERSITAS NEGERI YOGYAKARTA,UNY,TEKNIK ELEKTRO,D4,83.87
UNIVERSITAS NEGERI YOGYAKARTA,UNY,PENGOBATAN TRADISIONAL INDONESIA,D4,83.83
UNIVERSITAS NEGERI YOGYAKARTA,UNY,PENGELOLAAN USAHA REKREASI,D4,83.0
UNIVERSITAS NEGERI YOGYAKARTA,UNY,KEDOKTERAN,S1,92.92
UNIVERSITAS NEGERI YOGYAKARTA,UNY,MANAJEMEN,S1,89.8
UNIVERSITAS NEGERI YOGYAKARTA,UNY,PENDIDIKAN GURU SEKOLAH DASAR,S1,89.62
UNIVERSITAS NEGERI YOGYAKARTA,UNY,PSIKOLOGI,S1,89.6
UNIVERSITAS NEGERI YOGYAKARTA,UNY,ILMU KOMUNIKASI,S1,89.4
UNIVERSITAS NEGERI YOGYAKARTA,UNY,ILMU HUKUM,S1,89.3
UNIVERSITAS NEGERI YOGYAKARTA,UNY,ADMINISTRASI PUBLIK,S1,89.29
UNIVERSITAS NEGERI YOGYAKARTA,UNY,PARIWISATA,S1,89.11
UNIVERSITAS NEGERI YOGYAKARTA,UNY,PENDIDIKAN TEKNIK BOGA,S1,89.03
UNIVERSITAS NEGERI YOGYAKARTA,UNY,TEKNOLOGI INFORMASI,S1,88.97
UNIVERSITAS NEGERI YOGYAKARTA,UNY,PENDIDIKAN TEKNIK BUSANA,S1,88.85
UNIVERSITAS NEGERI YOGYAKARTA,UNY,PENDIDIKAN BAHASA INGGRIS,S1,88.84
UNIVERSITAS NEGERI YOGYAKARTA,UNY,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,S1,88.81
UNIVERSITAS NEGERI YOGYAKARTA,UNY,DESAIN KOMUNIKASI VISUAL,S1,88.78
UNIVERSITAS NEGERI YOGYAKARTA,UNY,BIMBINGAN & KONSELING,S1,88.73
UNIVERSITAS NEGERI YOGYAKARTA,UNY,PENDIDIKAN JASMANI KESEHATAN DAN REKREASI,S1,88.69
UNIVERSITAS NEGERI YOGYAKARTA,UNY,TEKNIK INDUSTRI,S1,88.33
UNIVERSITAS NEGERI YOGYAKARTA,UNY,SASTRA INGGRIS,S1,88.26
UNIVERSITAS NEGERI YOGYAKARTA,UNY,PENDIDIKAN TEKNIK INFORMATIKA,S1,88.25
UNIVERSITAS NEGERI YOGYAKARTA,UNY,PENDIDIKAN ADMINISTRASI PERKANTORAN,S1,88.21
UNIVERSITAS NEGERI YOGYAKARTA,UNY,PENDIDIKAN MATEMATIKA,S1,88.07
UNIVERSITAS NEGERI YOGYAKARTA,UNY,PENDIDIKAN SEJARAH,S1,87.86
UNIVERSITAS NEGERI YOGYAKARTA,UNY,PENDIDIKAN KEPELATIHAN OLAHRAGA,S1,87.72
UNIVERSITAS NEGERI YOGYAKARTA,UNY,ARSITEKTUR,S1,87.51
UNIVERSITAS NEGERI YOGYAKARTA,UNY,PENDIDIKAN SOSIOLOGI,S1,87.29
UNIVERSITAS NEGERI YOGYAKARTA,UNY,PENDIDIKAN EKONOMI,S1,87.22
UNIVERSITAS NEGERI YOGYAKARTA,UNY,PENDIDIKAN KEWARGANEGARAAN,S1,87.22
UNIVERSITAS NEGERI YOGYAKARTA,UNY,PENDIDIKAN BAHASA JAWA,S1,87.2
UNIVERSITAS NEGERI YOGYAKARTA,UNY,PENDIDIKAN BIOLOGI,S1,87.11
UNIVERSITAS NEGERI YOGYAKARTA,UNY,PENDIDIKAN GURU PAUD,S1,87.1
UNIVERSITAS NEGERI YOGYAKARTA,UNY,PENDIDIKAN LUAR BIASA,S1,87.04
UNIVERSITAS NEGERI YOGYAKARTA,UNY,PENDIDIKAN GEOGRAFI,S1,87.02
UNIVERSITAS NEGERI YOGYAKARTA,UNY,SASTRA INDONESIA,S1,87.0
UNIVERSITAS NEGERI YOGYAKARTA,UNY,MANAJEMEN PENDIDIKAN,S1,86.76
UNIVERSITAS NEGERI YOGYAKARTA,UNY,STATISTIKA,S1,86.72
UNIVERSITAS NEGERI YOGYAKARTA,UNY,PENDIDIKAN IPA,S1,86.54
UNIVERSITAS NEGERI YOGYAKARTA,UNY,PENDIDIKAN TEKNIK OTOMOTIF,S1,86.46
UNIVERSITAS NEGERI YOGYAKARTA,UNY,ILMU SEJARAH,S1,86.39
UNIVERSITAS NEGERI YOGYAKARTA,UNY,BIOLOGI,S1,86.13
UNIVERSITAS NEGERI YOGYAKARTA,UNY,PENDIDIKAN IPS,S1,85.87
UNIVERSITAS NEGERI YOGYAKARTA,UNY,MATEMATIKA,S1,85.76
UNIVERSITAS NEGERI YOGYAKARTA,UNY,PENDIDIKAN SENI TARI,S1,85.61
UNIVERSITAS NEGERI YOGYAKARTA,UNY,PENDIDIKAN AKUNTANSI,S1,85.57
UNIVERSITAS NEGERI YOGYAKARTA,UNY,TEKNIK MANUFAKTUR,S1,85.52
UNIVERSITAS NEGERI YOGYAKARTA,UNY,ILMU KEOLAHRAGAAN,S1,85.43
UNIVERSITAS NEGERI YOGYAKARTA,UNY,KIMIA,S1,85.06
UNIVERSITAS NEGERI YOGYAKARTA,UNY,PENDIDIKAN TEKNIK MESIN,S1,85.06
UNIVERSITAS NEGERI YOGYAKARTA,UNY,TEKNOLOGI PENDIDIKAN,S1,84.98
UNIVERSITAS NEGERI YOGYAKARTA,UNY,ILMU POLITIK,S1,84.93
UNIVERSITAS NEGERI YOGYAKARTA,UNY,PENDIDIKAN SENI RUPA,S1,84.87
UNIVERSITAS NEGERI YOGYAKARTA,UNY,PENDIDIKAN JASMANI SEKOLAH DASAR,S1,84.84
UNIVERSITAS NEGERI YOGYAKARTA,UNY,PENDIDIKAN KIMIA,S1,84.77
UNIVERSITAS NEGERI YOGYAKARTA,UNY,PENDIDIKAN LUAR SEKOLAH,S1,84.72
UNIVERSITAS NEGERI YOGYAKARTA,UNY,PENDIDIKAN TEKNIK SIPIL & PERENCANAAN,S1,84.63
UNIVERSITAS NEGERI YOGYAKARTA,UNY,PENDIDIKAN SENI MUSIK,S1,84.52
UNIVERSITAS NEGERI YOGYAKARTA,UNY,PENDIDIKAN FISIKA,S1,84.45
UNIVERSITAS NEGERI YOGYAKARTA,UNY,PENDIDIKAN BAHASA JERMAN,S1,84.32
UNIVERSITAS NEGERI YOGYAKARTA,UNY,PENDIDIKAN TEKNIK ELEKTRO,S1,84.23
UNIVERSITAS NEGERI YOGYAKARTA,UNY,FISIKA,S1,84.22
UNIVERSITAS NEGERI YOGYAKARTA,UNY,PENDIDIKAN KRIYA,S1,84.16
UNIVERSITAS NEGERI YOGYAKARTA,UNY,KEBIJAKAN PENDIDIKAN,S1,84.15
UNIVERSITAS NEGERI YOGYAKARTA,UNY,PENDIDIKAN TEKNIK MEKATRONIKA,S1,83.44
UNIVERSITAS NEGERI YOGYAKARTA,UNY,PENDIDIKAN BAHASA PRANCIS,S1,83.28
UNIVERSITAS NEGERI YOGYAKARTA,UNY,PENDIDIKAN TEKNIK ELEKTRONIKA,S1,83.02
UNIVERSITAS NUSA CENDANA,UNDANA,TEKNIK PEMBUATAN TENUN IKAT,D3,80.02
UNIVERSITAS NUSA CENDANA,UNDANA,PENDIDIKAN DOKTER,S1,91.52
UNIVERSITAS NUSA CENDANA,UNDANA,ILMU KESEHATAN MASYARAKAT,S1,89.75
UNIVERSITAS NUSA CENDANA,UNDANA,AKUNTANSI,S1,89.09
UNIVERSITAS NUSA CENDANA,UNDANA,FARMASI,S1,88.86
UNIVERSITAS NUSA CENDANA,UNDANA,MANAJEMEN,S1,88.71
UNIVERSITAS NUSA CENDANA,UNDANA,ILMU KOMPUTER,S1,88.69
UNIVERSITAS NUSA CENDANA,UNDANA,ILMU HUKUM,S1,88.5
UNIVERSITAS NUSA CENDANA,UNDANA,ILMU KOMUNIKASI,S1,88.43
UNIVERSITAS NUSA CENDANA,UNDANA,PPKN,S1,88.4
UNIVERSITAS NUSA CENDANA,UNDANA,TEKNIK SIPIL,S1,88.23
UNIVERSITAS NUSA CENDANA,UNDANA,ILMU ADM.NEGARA,S1,88.22
UNIVERSITAS NUSA CENDANA,UNDANA,PSIKOLOGI,S1,87.92
UNIVERSITAS NUSA CENDANA,UNDANA,BIMBINGAN KONSELING,S1,87.87
UNIVERSITAS NUSA CENDANA,UNDANA,PEND. BHS. INGGRIS,S1,87.75
UNIVERSITAS NUSA CENDANA,UNDANA,PEND. BHS & SASTRA INDO.,S1,87.69
UNIVERSITAS NUSA CENDANA,UNDANA,SOSIOLOGI,S1,87.68
UNIVERSITAS NUSA CENDANA,UNDANA,PEND. GEOGRAFI,S1,87.57
UNIVERSITAS NUSA CENDANA,UNDANA,PEND. GURU SEKOLAH DASAR,S1,87.56
UNIVERSITAS NUSA CENDANA,UNDANA,KEDOKTERAN HEWAN,S1,87.42
UNIVERSITAS NUSA CENDANA,UNDANA,PEND. ANAK USIA DINI,S1,87.13
UNIVERSITAS NUSA CENDANA,UNDANA,PEND. MATEMATIKA,S1,86.86
UNIVERSITAS NUSA CENDANA,UNDANA,ILMU PETERNAKAN,S1,86.85
UNIVERSITAS NUSA CENDANA,UNDANA,PEND. SEJARAH,S1,86.68
UNIVERSITAS NUSA CENDANA,UNDANA,PEND. BIOLOGI,S1,86.55
UNIVERSITAS NUSA CENDANA,UNDANA,AGRIBISNIS,S1,86.33
UNIVERSITAS NUSA CENDANA,UNDANA,ILMU ADM.NIAGA,S1,86.09
UNIVERSITAS NUSA CENDANA,UNDANA,TEKNIK ARSITEKTUR,S1,85.72
UNIVERSITAS NUSA CENDANA,UNDANA,TEKNIK ELEKTRO,S1,85.67
UNIVERSITAS NUSA CENDANA,UNDANA,TEKNIK PERTAMBANGAN,S1,85.19
UNIVERSITAS NUSA CENDANA,UNDANA,PEND. EKONOMI,S1,85.11
UNIVERSITAS NUSA CENDANA,UNDANA,TEKNIK MESIN,S1,84.82
UNIVERSITAS NUSA CENDANA,UNDANA,PENJASKESREK,S1,84.33
UNIVERSITAS NUSA CENDANA,UNDANA,EKONOMI PEMBANGUNAN,S1,83.91
UNIVERSITAS NUSA CENDANA,UNDANA,KEHUTANAN,S1,83.68
UNIVERSITAS NUSA CENDANA,UNDANA,AGRONOMI/AGROEKOTEKNOLOGI,S1,83.42
UNIVERSITAS NUSA CENDANA,UNDANA,MATEMATIKA,S1,83.22
UNIVERSITAS NUSA CENDANA,UNDANA,ILMU POLITIK,S1,83.0
UNIVERSITAS NUSA CENDANA,UNDANA,PEND. FISIKA,S1,82.79
UNIVERSITAS NUSA CENDANA,UNDANA,BIOLOGI,S1,82.56
UNIVERSITAS NUSA CENDANA,UNDANA,PEND. KIMIA,S1,82.44
UNIVERSITAS NUSA CENDANA,UNDANA,BUDIDAYA PERIKANAN,S1,82.43
UNIVERSITAS NUSA CENDANA,UNDANA,KIMIA,S1,82.35
UNIVERSITAS NUSA CENDANA,UNDANA,PEND. TEKNIK MESIN,S1,81.87
UNIVERSITAS NUSA CENDANA,UNDANA,PEND. TEKNIK ELEKTRO,S1,81.71
UNIVERSITAS NUSA CENDANA,UNDANA,MANAJEMEN SUMBER DAYA PERAIRAN,S1,81.59
UNIVERSITAS NUSA CENDANA,UNDANA,FISIKA,S1,81.06
UNIVERSITAS NUSA CENDANA,UNDANA,PEND. TEKNIK BANGUNAN,S1,80.93
UNIVERSITAS NUSA CENDANA,UNDANA,PEND. LUAR SEKOLAH,S1,80.09
UNIVERSITAS PADJADJARAN,UNPAD,KEBIDANAN,D4,88.77
UNIVERSITAS PADJADJARAN,UNPAD,AKUNTANSI PERPAJAKAN,D4,86.78
UNIVERSITAS PADJADJARAN,UNPAD,MANAJEMEN PRODUKSI MEDIA,D4,83.16
UNIVERSITAS PADJADJARAN,UNPAD,BISNIS INTERNASIONAL,D4,83.11
UNIVERSITAS PADJADJARAN,UNPAD,AKUNTANSI SEKTOR PUBLIK,D4,82.67
UNIVERSITAS PADJADJARAN,UNPAD,PARIWISATA BAHARI,D4,82.0
UNIVERSITAS PADJADJARAN,UNPAD,PEMASARAN DIGITAL,D4,81.71
UNIVERSITAS PADJADJARAN,UNPAD,ADMINISTRASI KEUANGAN PUBLIK,D4,81.59
UNIVERSITAS PADJADJARAN,UNPAD,ADMINISTRASI PEMERINTAHAN,D4,81.45
UNIVERSITAS PADJADJARAN,UNPAD,TEKNOLOGI INDUSTRI KIMIA,D4,81.38
UNIVERSITAS PADJADJARAN,UNPAD,BISNIS LOGISTIK,D4,80.93
UNIVERSITAS PADJADJARAN,UNPAD,KEARSIPAN DIGITAL,D4,80.67
UNIVERSITAS PADJADJARAN,UNPAD,AGROTEKNOPRENEUR,D4,80.23
UNIVERSITAS PADJADJARAN,UNPAD,BAHASA DAN BUDAYA TIONGKOK,D4,80.02
UNIVERSITAS PADJADJARAN,UNPAD,PENDIDIKAN DOKTER,S1,93.39
UNIVERSITAS PADJADJARAN,UNPAD,PSIKOLOGI,S1,91.61
UNIVERSITAS PADJADJARAN,UNPAD,TEKNIK INFORMATIKA,S1,91.5
UNIVERSITAS PADJADJARAN,UNPAD,ILMU HUKUM,S1,90.62
UNIVERSITAS PADJADJARAN,UNPAD,MANAJEMEN,S1,90.43
UNIVERSITAS PADJADJARAN,UNPAD,ILMU KOMUNIKASI,S1,90.33
UNIVERSITAS PADJADJARAN,UNPAD,AKUNTANSI,S1,89.87
UNIVERSITAS PADJADJARAN,UNPAD,STATISTIKA,S1,89.81
UNIVERSITAS PADJADJARAN,UNPAD,TEKNOLOGI PANGAN,S1,89.79
UNIVERSITAS PADJADJARAN,UNPAD,ILMU KEPERAWATAN,S1,89.61
UNIVERSITAS PADJADJARAN,UNPAD,ILMU HUBUNGAN INTERNASIONAL,S1,89.56
UNIVERSITAS PADJADJARAN,UNPAD,BISNIS DIGITAL,S1,89.29
UNIVERSITAS PADJADJARAN,UNPAD,ADMINISTRASI PUBLIK,S1,89.24
UNIVERSITAS PADJADJARAN,UNPAD,ILMU ADMINISTRASI BISNIS,S1,89.13
UNIVERSITAS PADJADJARAN,UNPAD,AGROTEKNOLOGI,S1,89.03
UNIVERSITAS PADJADJARAN,UNPAD,SASTRA INGGRIS,S1,89.0
UNIVERSITAS PADJADJARAN,UNPAD,FARMASI,S1,88.86
UNIVERSITAS PADJADJARAN,UNPAD,TEKNIK GEOLOGI,S1,88.77
UNIVERSITAS PADJADJARAN,UNPAD,PENDIDIKAN DOKTER GIGI,S1,88.6
UNIVERSITAS PADJADJARAN,UNPAD,TEKNIK ELEKTRO,S1,88.05
UNIVERSITAS PADJADJARAN,UNPAD,HUBUNGAN MASYARAKAT,S1,87.88
UNIVERSITAS PADJADJARAN,UNPAD,MANAJEMEN KOMUNIKASI,S1,87.85
UNIVERSITAS PADJADJARAN,UNPAD,TELEVISI DAN FILM,S1,87.54
UNIVERSITAS PADJADJARAN,UNPAD,ILMU PEMERINTAHAN,S1,87.5
UNIVERSITAS PADJADJARAN,UNPAD,SASTRA JEPANG,S1,87.24
UNIVERSITAS PADJADJARAN,UNPAD,ILMU PETERNAKAN,S1,87.15
UNIVERSITAS PADJADJARAN,UNPAD,ILMU AKTUARIA,S1,86.94
UNIVERSITAS PADJADJARAN,UNPAD,ILMU EKONOMI,S1,86.43
UNIVERSITAS PADJADJARAN,UNPAD,EKONOMI ISLAM,S1,86.41
UNIVERSITAS PADJADJARAN,UNPAD,KIMIA,S1,86.3
UNIVERSITAS PADJADJARAN,UNPAD,AGRIBISNIS,S1,86.0
UNIVERSITAS PADJADJARAN,UNPAD,JURNALISTIK,S1,85.99
UNIVERSITAS PADJADJARAN,UNPAD,TEKNIK PERTANIAN,S1,85.95
UNIVERSITAS PADJADJARAN,UNPAD,BIOLOGI,S1,85.92
UNIVERSITAS PADJADJARAN,UNPAD,ANTROPOLOGI,S1,85.84
UNIVERSITAS PADJADJARAN,UNPAD,SASTRA INDONESIA,S1,85.49
UNIVERSITAS PADJADJARAN,UNPAD,TEKNOLOGI INDUSTRI PERTANIAN,S1,85.24
UNIVERSITAS PADJADJARAN,UNPAD,ILMU KESEJAHTERAAN SOSIAL,S1,84.92
UNIVERSITAS PADJADJARAN,UNPAD,ILMU POLITIK,S1,84.74
UNIVERSITAS PADJADJARAN,UNPAD,ILMU KELAUTAN,S1,84.67
UNIVERSITAS PADJADJARAN,UNPAD,MATEMATIKA,S1,84.52
UNIVERSITAS PADJADJARAN,UNPAD,ILMU SEJARAH,S1,84.35
UNIVERSITAS PADJADJARAN,UNPAD,PERPUSTAKAAN DAN SAINS INFORMASI,S1,84.14
UNIVERSITAS PADJADJARAN,UNPAD,SASTRA ARAB,S1,83.82
UNIVERSITAS PADJADJARAN,UNPAD,KEDOKTERAN HEWAN,S1,83.57
UNIVERSITAS PADJADJARAN,UNPAD,SOSIOLOGI,S1,83.33
UNIVERSITAS PADJADJARAN,UNPAD,KEPERAWATAN PSDKU PANGANDARAN,S1,83.18
UNIVERSITAS PADJADJARAN,UNPAD,GEOFISIKA,S1,83.17
UNIVERSITAS PADJADJARAN,UNPAD,PERIKANAN,S1,83.16
UNIVERSITAS PADJADJARAN,UNPAD,ADMINISTRASI BISNIS PSDKU PANGANDARAN,S1,82.92
UNIVERSITAS PADJADJARAN,UNPAD,ILMU KOMUNIKASI PSDKU PANGANDARAN,S1,82.23
UNIVERSITAS PADJADJARAN,UNPAD,FISIKA,S1,82.16
UNIVERSITAS PADJADJARAN,UNPAD,SASTRA JERMAN,S1,82.16
UNIVERSITAS PADJADJARAN,UNPAD,SASTRA SUNDA,S1,81.75
UNIVERSITAS PADJADJARAN,UNPAD,SASTRA PERANCIS,S1,81.45
UNIVERSITAS PADJADJARAN,UNPAD,SASTRA RUSIA,S1,80.99
UNIVERSITAS PADJADJARAN,UNPAD,PERIKANAN PSDKU PANGANDARAN,S1,80.42
UNIVERSITAS PADJADJARAN,UNPAD,PETERNAKAN PSDKU PANGANDARAN,S1,80.17
UNIVERSITAS PALANGKARAYA,UPR,TEKNOLOGI LABORATORIUM MEDIS,D4,84.1
UNIVERSITAS PALANGKARAYA,UPR,KEDOKTERAN,S1,90.63
UNIVERSITAS PALANGKARAYA,UPR,MANAJEMEN,S1,87.78
UNIVERSITAS PALANGKARAYA,UPR,TEKNIK INFORMATIKA,S1,87.34
UNIVERSITAS PALANGKARAYA,UPR,PEND. GURU SEKOLAH DASAR (PGSD),S1,87.23
UNIVERSITAS PALANGKARAYA,UPR,AKUNTANSI,S1,86.69
UNIVERSITAS PALANGKARAYA,UPR,ILMU HUKUM,S1,86.46
UNIVERSITAS PALANGKARAYA,UPR,ILMU ADMINISTRASI NEGARA,S1,86.11
UNIVERSITAS PALANGKARAYA,UPR,FARMASI,S1,85.75
UNIVERSITAS PALANGKARAYA,UPR,TEKNIK PERTAMBANGAN,S1,85.29
UNIVERSITAS PALANGKARAYA,UPR,ILMU PEMERINTAHAN,S1,85.08
UNIVERSITAS PALANGKARAYA,UPR,TEKNIK SIPIL,S1,85.02
UNIVERSITAS PALANGKARAYA,UPR,PEND. BAHASA INGGRIS,S1,84.78
UNIVERSITAS PALANGKARAYA,UPR,KEHUTANAN,S1,84.76
UNIVERSITAS PALANGKARAYA,UPR,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,S1,84.45
UNIVERSITAS PALANGKARAYA,UPR,AGROTEKNOLOGI,S1,84.36
UNIVERSITAS PALANGKARAYA,UPR,ILMU SOSIAL EKONOMI PERTANIAN (AGRIBISNIS),S1,84.13
UNIVERSITAS PALANGKARAYA,UPR,SOSIOLOGI,S1,84.04
UNIVERSITAS PALANGKARAYA,UPR,EKONOMI PEMBANGUNAN,S1,84.03
UNIVERSITAS PALANGKARAYA,UPR,BIMBINGAN DAN KONSELING,S1,84.02
UNIVERSITAS PALANGKARAYA,UPR,PEND. MATEMATIKA,S1,83.98
UNIVERSITAS PALANGKARAYA,UPR,TEKNOLOGI INDUSTRI PERTANIAN,S1,83.54
UNIVERSITAS PALANGKARAYA,UPR,PEND. PANCASILA & KEWARGANEGARAAN (PPKN),S1,83.5
UNIVERSITAS PALANGKARAYA,UPR,ARSITEKTUR,S1,83.38
UNIVERSITAS PALANGKARAYA,UPR,PEND. GURU PEND ANAK USIA DINI (PG PAUD),S1,83.19
UNIVERSITAS PALANGKARAYA,UPR,PEND. TEKNIK MESIN,S1,83.12
UNIVERSITAS PALANGKARAYA,UPR,"PEND. JASMANI, KESEHATAN DAN REKREASI",S1,82.91
UNIVERSITAS PALANGKARAYA,UPR,PEND. BIOLOGI,S1,82.88
UNIVERSITAS PALANGKARAYA,UPR,BIOLOGI,S1,82.81
UNIVERSITAS PALANGKARAYA,UPR,PEND. EKONOMI,S1,82.54
UNIVERSITAS PALANGKARAYA,UPR,MANAJEMEN PENDIDIKAN,S1,82.36
UNIVERSITAS PALANGKARAYA,UPR,MANAJEMEN SUMBERDAYA PERAIRAN,S1,82.33
UNIVERSITAS PALANGKARAYA,UPR,TEKNOLOGI PENDIDIKAN,S1,82.18
UNIVERSITAS PALANGKARAYA,UPR,MATEMATIKA,S1,82.07
UNIVERSITAS PALANGKARAYA,UPR,PENDIDIKAN SENI DRAMA TARI DAN MUSIK,S1,81.77
UNIVERSITAS PALANGKARAYA,UPR,PETERNAKAN,S1,81.47
UNIVERSITAS PALANGKARAYA,UPR,PEND. FISIKA,S1,81.13
UNIVERSITAS PALANGKARAYA,UPR,KIMIA,S1,80.93
UNIVERSITAS PALANGKARAYA,UPR,BUDIDAYA PERAIRAN,S1,80.87
UNIVERSITAS PALANGKARAYA,UPR,TEKNOLOGI HASIL PERIKANAN,S1,80.84
UNIVERSITAS PALANGKARAYA,UPR,PENDIDIKAN TEKNIK BANGUNAN,S1,80.74
UNIVERSITAS PALANGKARAYA,UPR,PEND. KIMIA,S1,80.7
UNIVERSITAS PALANGKARAYA,UPR,FISIKA,S1,80.52
UNIVERSITAS PALANGKARAYA,UPR,PEND. LUAR SEKOLAH,S1,80.51
UNIVERSITAS PAPUA,UNIPA,TEKNIK KOMPUTER,D3,84.98
UNIVERSITAS PAPUA,UNIPA,EKOWISATA,D3,82.63
UNIVERSITAS PAPUA,UNIPA,BUDIDAYA PERIKANAN,D3,82.37
UNIVERSITAS PAPUA,UNIPA,TEKNIK PERTAMBANGAN,D3,82.32
UNIVERSITAS PAPUA,UNIPA,TEKNIK LISTRIK,D3,82.22
UNIVERSITAS PAPUA,UNIPA,KESEHATAN HEWAN,D3,82.02
UNIVERSITAS PAPUA,UNIPA,BUDIDAYA HUTAN,D3,81.98
UNIVERSITAS PAPUA,UNIPA,TEKNIK PERMINYAKAN DAN GAS BUMI,D3,81.9
UNIVERSITAS PAPUA,UNIPA,BUDIDAYA TERNAK,D3,81.4
UNIVERSITAS PAPUA,UNIPA,BUDIDAYA TANAMAN PERKEBUNAN,D3,81.34
UNIVERSITAS PAPUA,UNIPA,KONSERVASI SUMBERDAYA HUTAN,D3,81.21
UNIVERSITAS PAPUA,UNIPA,BUDIDAYA TANAMAN PANGAN,D3,81.12
UNIVERSITAS PAPUA,UNIPA,TEKNIK GEOLOGI TERAPAN,D3,80.73
UNIVERSITAS PAPUA,UNIPA,MANAJEMEN HUTAN ALAM PRODUKSI,D3,80.6
UNIVERSITAS PAPUA,UNIPA,ILMU LINGKUNGAN,S1,86.97
UNIVERSITAS PAPUA,UNIPA,TEKNOLOGI HASIL HUTAN,S1,86.83
UNIVERSITAS PAPUA,UNIPA,KONSERVASI HUTAN,S1,86.68
UNIVERSITAS PAPUA,UNIPA,MANAJEMEN,S1,86.65
UNIVERSITAS PAPUA,UNIPA,TEKNIK INFORMATIKA,S1,86.6
UNIVERSITAS PAPUA,UNIPA,AKUNTANSI,S1,86.06
UNIVERSITAS PAPUA,UNIPA,TEKNIK SIPIL,S1,85.88
UNIVERSITAS PAPUA,UNIPA,PENDIDKAN GURU SEKOLAH DASAR,S1,85.65
UNIVERSITAS PAPUA,UNIPA,KEHUTANAN,S1,85.4
UNIVERSITAS PAPUA,UNIPA,SASTRA INGGRIS,S1,85.34
UNIVERSITAS PAPUA,UNIPA,PENDIDIKAN BIOLOGI,S1,85.33
UNIVERSITAS PAPUA,UNIPA,TEKNIK PERMINYAKAN,S1,85.19
UNIVERSITAS PAPUA,UNIPA,EKONOMI PEMBANGUNAN,S1,85.11
UNIVERSITAS PAPUA,UNIPA,TEKNIK GEOLOGI,S1,84.95
