nama,jurusan_sma,nilai_sem1,nilai_sem2,nilai_sem3,nilai_sem4,nilai_sem5,rata_rata,nama_sekolah,ranking,akreditasi,indeks_sekolah,kuota_eligible,provinsi,nilai_berbobot,target_ptn,target_prodi,target_jenjang,passing_grade,daya_tampung_2026,peminat_2025,rasio_keketatan,target_lulus_snbp
Siswa_605,IPA,88.7,89.8,93.0,92.8,93.8,91.62,SMAN BALI MANDARA,828,C,87.58,0.05,BALI,80.24,POLITEKNIK NEGERI BALI,TEKNOLOGI REKAYASA KONSTRUKSI BANGUNAN AIR,Sarjana Terapan,86.07,8,2.0,4.0,0
Siswa_606,IPA,86.5,86.0,85.9,86.0,87.4,86.36,SMA NEGERI 1 BERGAS,642,C,90.38,0.05,JAWA TENGAH,78.05,UNIVERSITAS LAMPUNG,PENDIDIKAN BAHASA LAMPUNG,Sarjana,85.45,30,253.0,0.1186,0
Siswa_607,IPA,91.5,92.0,91.4,91.0,90.3,91.24,SMAS TERPADU BINA UMAT,956,C,85.66,0.05,DI YOGYAKARTA,78.16,UNIVERSITAS NEGERI SEMARANG,PENDIDIKAN SENI RUPA,Sarjana,84.01,36,133.0,0.2707,0
Siswa_608,IPA,92.8,92.0,93.1,91.3,90.1,91.86,SMAN 23 BANDUNG,517,C,92.25,0.05,JAWA BARAT,84.74,UNIVERSITAS BORNEO TARAKAN,PENDIDIKAN MATEMATIKA,Sarjana,81.79,25,40.0,0.625,1
Siswa_609,IPA,85.2,87.9,90.7,92.0,91.7,89.5,SMAN 32 JAKARTA,428,C,93.59,0.05,DKI JAKARTA,83.76,UNIVERSITAS NEGERI GORONTALO,PENDIDIKAN SENDRATASIK,Sarjana,82.79,15,40.0,0.375,0
Siswa_610,IPS,81.2,84.3,85.6,87.8,90.1,85.8,SMA NEGERI 1 KALIBAWANG,539,C,91.92,0.05,DI YOGYAKARTA,78.87,ISBI ACEH,DESAIN KOMUNIKASI VISUAL,Sarjana,86.07,40,25.0,1.6,0
Siswa_611,IPA,87.3,84.6,82.5,84.5,84.6,84.7,SMAS KRISTEN IMMANUEL,160,B,97.61,0.25,KALIMANTAN BARAT,82.68,UNIVERSITAS TIMOR,PEND. BAHASA INGGRIS,Sarjana,82.79,51,37.0,1.3784,0
Siswa_612,IPS,81.6,80.8,80.1,82.8,83.0,81.66,SMAN 2 SURABAYA,149,B,97.78,0.25,JAWA TIMUR,79.85,POLITEKNIK NEGERI MADURA,TEKNOLOGI REKAYASA OTOMASI,Sarjana Terapan,86.07,15,7.0,2.1429,0
Siswa_613,IPS,95.1,93.1,93.9,95.6,95.9,94.72,SMA NEGERI 5 TARUNA BRAWIJAYA JAWA TIMUR,776,C,88.36,0.05,JAWA TIMUR,83.69,UNIVERSITAS JENDERAL SOEDIRMAN,ILMU GIZI,Sarjana,89.55,66,865.0,0.0763,0
Siswa_614,IPA,85.7,85.4,86.2,86.2,85.4,85.78,SMAN 16 SURABAYA,230,B,96.56,0.25,JAWA TIMUR,82.83,UIN SUNAN AMPEL SURABAYA,TEKNIK LINGKUNGAN,Sarjana,86.07,39,124.0,0.3145,0
Siswa_615,IPS,83.2,84.0,89.0,91.6,95.0,88.56,SMA NEGERI 1 TEMON,712,C,89.32,0.05,DI YOGYAKARTA,79.1,UNIVERSITAS PENDIDIKAN INDONESIA,PENDIDIKAN SOSIOLOGI,Sarjana,86.92,29,533.0,0.0544,0
Siswa_616,IPS,85.9,84.0,82.3,80.5,79.7,82.48,SMAN 3 MEDAN,562,C,91.58,0.05,SUMATERA UTARA,75.54,UNIVERSITAS BRAWIJAYA,PETERNAKAN (PSDKU KEDIRI),Sarjana,85.23,42,194.0,0.2165,0
Siswa_617,IPA,78.3,77.4,79.4,78.6,78.7,78.48,SMAN 99 JAKARTA,67,A,99.01,0.4,DKI JAKARTA,77.7,UNIVERSITAS NEGERI GORONTALO,MATEMATIKA,Sarjana,83.84,25,42.0,0.5952,0
Siswa_618,IPA,80.1,79.1,83.1,82.2,83.1,81.52,SMAS KRISTEN HARAPAN,812,C,87.82,0.05,BALI,71.59,UNIVERSITAS NEGERI GORONTALO,FISIKA,Sarjana,82.03,15,15.0,1.0,0
Siswa_619,IPS,91.0,92.4,98.0,100.0,100.0,96.28,SMA NEGERI 1 AMBARAWA,381,B,94.29,0.25,JAWA TENGAH,90.78,POLITEKNIK NEGERI SRIWIJAYA,TEKNIK MESIN PRODUKSI DAN PERAWATAN,Sarjana Terapan,86.07,60,249.0,0.241,1
Siswa_620,IPS,81.7,82.9,83.0,85.9,86.8,84.06,SMAN 39 JAKARTA,58,A,99.14,0.4,DKI JAKARTA,83.34,UNIVERSITAS NEGERI MAKASSAR,PENDIDIKAN KEPELATIHAN OLAHRAGA,Sarjana,88.11,40,259.0,0.1544,1
Siswa_621,IPA,79.8,79.3,81.3,83.3,83.3,81.4,SMAS STRADA ST AQUINO,259,B,96.13,0.25,BANTEN,78.25,UNIVERSITAS SEMBILAN BELAS NOVEMBER KOLAKA,PENDIDIKAN GEOGRAFI,Sarjana,83.42,20,17.0,1.1765,0
Siswa_622,IPA,87.7,89.0,91.2,94.3,95.8,91.6,SMA NEGERI 2 KUNINGAN,342,B,94.88,0.25,JAWA BARAT,86.91,UNIVERSITAS SYIAH KUALA,MATEMATIKA,Sarjana,84.69,24,91.0,0.2637,1
Siswa_623,IPA,90.9,90.8,92.2,91.5,93.1,91.7,SMAN 1 GIRI,838,C,87.43,0.05,JAWA TIMUR,80.17,UNIVERSITAS NEGERI MANADO,ILMU HUKUM,Sarjana,86.07,53,78.0,0.6795,0
Siswa_624,IPA,88.6,89.1,89.9,91.6,93.2,90.48,SMA TRENSAINS TEBUIRENG,130,B,98.06,0.25,JAWA TIMUR,88.72,POLITEKNIK NEGERI KUPANG,TEKNIK MESIN,Diploma Tiga,86.07,12,32.0,0.375,0
Siswa_625,IPS,90.0,94.3,96.2,96.9,99.3,95.34,SMKN 1 KOTA BEKASI,727,C,89.1,0.05,JAWA BARAT,84.95,POLITEKNIK NEGERI SAMBAS,TEKNIK MESIN,Diploma Tiga,86.07,24,42.0,0.5714,1
Siswa_626,IPA,81.2,84.9,80.8,83.5,83.5,82.78,SMAN 3 JAKARTA,172,B,97.43,0.25,DKI JAKARTA,80.65,ISI BALI,BAHASA DAN KEBUDAYAAN INGGRIS,Sarjana,86.07,18,174.5,0.2013,0
Siswa_627,IPA,77.9,76.3,78.7,79.4,78.9,78.24,SMA NEGERI 5 CIMAHI,770,C,88.45,0.05,JAWA BARAT,69.2,"UPN ""VETERAN"" JAKARTA",HUBUNGAN INTERNASIONAL,Sarjana,86.07,48,573.0,0.0838,0
Siswa_628,IPS,92.5,95.2,96.4,96.6,97.2,95.58,SMKN 1 BANYUMAS,614,C,90.8,0.05,JAWA TENGAH,86.79,UNIVERSITAS SAM RATULANGI,ILMU KELAUTAN,Sarjana,84.3,30,25.0,1.2,1
Siswa_629,IPA,83.4,86.0,86.6,88.6,89.5,86.82,SMAN 2 NGANJUK,209,B,96.88,0.25,JAWA TIMUR,84.11,INSTITUT TEKNOLOGI BJ. HABIBIE SULAWESI SELATAN,BIOTEKNOLOGI,Sarjana,82.65,24,46.0,0.5217,0
Siswa_630,IPA,83.7,82.4,87.5,90.3,92.3,87.24,SMA AL MUTTAQIN,803,C,87.96,0.05,JAWA BARAT,76.74,UNIVERSITAS NEGERI MANADO,ILMU BIOLOGI,Sarjana,86.07,15,18.0,0.8333,0
Siswa_631,IPS,91.6,94.3,93.9,93.6,92.6,93.2,SMAN 10,354,B,94.7,0.25,JAWA TIMUR,88.26,UNIVERSITAS INDONESIA,GEOFISIKA,Sarjana,86.74,16,248.0,0.0645,0
Siswa_632,IPS,87.8,91.9,92.1,92.9,95.0,91.94,SMA NEGERI 1 MATARAM,471,C,92.94,0.05,NUSA TENGGARA BARAT,85.45,UNIVERSITAS SAM RATULANGI,PENDIDIKAN DOKTER,Sarjana,91.73,40,965.0,0.0415,0
Siswa_633,IPA,87.3,86.0,91.0,89.9,90.2,88.88,SMKN 3 BANDUNG,798,C,88.03,0.05,JAWA BARAT,78.24,POLITEKNIK NEGERI SAMARINDA,TEKNOLOGI REKAYASA KONSTRUKSI BANGUNAN AIR,Sarjana Terapan,86.07,7,9.0,0.7778,0
Siswa_634,IPA,95.8,95.0,94.3,90.3,89.0,92.88,SMA SEDES SAPIENTIAE JAMBU,116,B,98.27,0.25,JAWA TENGAH,91.27,UIN SUNAN KALIJAGA,TEKNIK INFORMATIKA,Sarjana,86.07,46,315.0,0.146,1
Siswa_635,IPA,81.8,84.8,84.7,86.1,86.0,84.68,SMA NEGERI 06,264,B,96.05,0.25,JAWA TENGAH,81.34,UNIVERSITAS SAMUDRA,PETERNAKAN,Sarjana,86.07,16,174.5,0.2013,0
Siswa_636,IPA,89.6,91.2,91.9,94.1,93.5,92.06,SMAS PLUS AL GHIFARI BANDUNG,662,C,90.08,0.05,JAWA BARAT,82.93,UNIVERSITAS PATTIMURA,EKONOMI PEMBANGUNAN,Sarjana,84.98,45,26.0,1.7308,0
Siswa_637,IPA,85.3,87.4,90.1,91.6,93.3,89.54,SMAS KRISTEN HARAPAN,812,C,87.82,0.05,BALI,78.63,UNIVERSITAS NUSA CENDANA,PEND. BIOLOGI,Sarjana,86.55,30,165.0,0.1818,0
Siswa_638,IPA,86.3,88.0,89.4,86.5,86.6,87.36,SMAN 9 SURABAYA,442,C,93.38,0.05,JAWA TIMUR,81.58,UNIVERSITAS SRIWIJAYA,ILMU KEPERAWATAN,Sarjana,89.6,30,1158.0,0.0259,0
Siswa_639,IPA,92.6,94.4,92.8,93.1,92.2,93.02,SMAN 1 JOGONALAN,548,C,91.79,0.05,JAWA TENGAH,85.38,UNIVERSITAS PATTIMURA,ILMU HUKUM (PSDKU KAB. ARU),Sarjana,80.73,15,3.0,5.0,1
Siswa_640,IPA,87.5,85.9,85.8,82.4,80.5,84.42,SMAS PESANTREN TERPADU HAYATAN THAYYIBAH,453,C,93.21,0.05,JAWA BARAT,78.69,UNIVERSITAS GADJAH MADA,TEKNIK INDUSTRI,Sarjana,91.04,36,649.0,0.0555,0
Siswa_641,IPA,87.7,90.8,90.6,94.3,95.1,91.7,SMA ISLAM AL - AZHAR 18 GRAND WISATA,845,C,87.33,0.05,JAWA BARAT,80.08,POLITEKNIK NEGERI BENGKALIS,TEKNIK PERANCANGAN JALAN DAN JEMBATAN,Sarjana Terapan,86.07,48,91.0,0.5275,0
Siswa_642,IPA,90.4,93.7,94.5,93.4,95.2,93.44,SMAN 1 GEMOLONG,477,C,92.85,0.05,JAWA TENGAH,86.76,UNIVERSITAS INDONESIA,STATISTIKA,Sarjana,88.77,16,293.0,0.0546,0
Siswa_643,IPA,83.2,83.7,85.6,89.1,89.9,86.3,MAN INSAN CENDEKIA SAMBAS,287,B,95.71,0.25,KALIMANTAN BARAT,82.6,UNIVERSITAS PATTIMURA,PENDIDIKAN GEOGRAFI,Sarjana,84.64,36,41.0,0.878,0
Siswa_644,IPA,80.8,81.7,83.6,86.4,86.1,83.72,SMAN 113 JAKARTA,303,B,95.47,0.25,DKI JAKARTA,79.93,UNIVERSITAS PALANGKARAYA,SOSIOLOGI,Sarjana,84.04,60,102.0,0.5882,0
Siswa_645,IPA,79.8,77.7,75.2,74.4,73.3,76.08,SMAN 1 GOMBONG,311,B,95.35,0.25,JAWA TENGAH,72.54,UNIVERSITAS ANDALAS,FARMASI,Sarjana,89.78,40,1406.0,0.0284,0
Siswa_646,IPS,75.2,77.2,80.3,79.1,79.5,78.26,SMAN 84 JAKARTA,208,B,96.89,0.25,DKI JAKARTA,75.83,UNIVERSITAS JAMBI,KIMIA,Sarjana,82.8,25,58.0,0.431,0
Siswa_647,IPA,95.3,97.4,98.9,100.0,98.6,98.04,SMA NEGERI 1 WELAHAN,618,C,90.74,0.05,JAWA TENGAH,88.96,UNIVERSITAS NEGERI SEMARANG,PENDIDIKAN IPA,Sarjana,86.85,25,294.0,0.085,1
Siswa_648,IPS,79.5,80.4,84.1,83.4,84.0,82.28,SMA ISLAM HIDAYATULLAH,446,C,93.32,0.05,JAWA TENGAH,76.78,UNIVERSITAS NEGERI SURABAYA,PENDIDIKAN BAHASA MANDARIN,Sarjana,82.63,70,215.0,0.3256,1
Siswa_649,IPS,83.9,87.1,89.0,90.2,91.1,88.26,SMA Negeri 4 Pekalongan,670,C,89.95,0.05,JAWA TENGAH,79.39,UNIVERSITAS SULTAN AGENG TIRTAYASA,ILMU KELAUTAN,Sarjana,87.01,44,207.0,0.2126,0
Siswa_650,IPA,83.6,83.9,87.2,87.2,88.4,86.06,SMAN 1 BALEENDAH,633,C,90.51,0.05,JAWA BARAT,77.89,UNIVERSITAS KHAIRUN,SASTRA INGGRIS,Sarjana,86.07,36,50.0,0.72,0
Siswa_651,IPA,86.5,88.7,90.6,88.0,89.7,88.7,SMAN 1 DEPOK,55,A,99.19,0.4,DI YOGYAKARTA,87.98,UNIVERSITAS RIAU,ILMU KEPERAWATAN,Sarjana,91.83,63,1749.0,0.036,0
Siswa_652,IPA,89.1,88.0,91.7,88.3,89.1,89.24,SMAN AMBULU,912,C,86.32,0.05,JAWA TIMUR,77.03,UNIVERSITAS TADULAKO,AGROTEKNOLOGI (PSDKU TOUNA),Sarjana,81.41,12,21.0,0.5714,0
Siswa_653,IPA,89.3,90.3,92.3,93.8,94.3,92.0,SMAS UNGGUL DEL,12,A,99.83,0.4,SUMATERA UTARA,91.84,UNIVERSITAS LAMBUNG MANGKURAT,TEKNOLOGI INDUSTRI PERTANIAN,Sarjana,83.42,17,126.0,0.1349,1
Siswa_654,IPS,82.1,82.7,83.5,83.4,82.7,82.88,SMKN 2 KEDIRI,657,C,90.15,0.05,JAWA TIMUR,74.72,POLITEKNIK NEGERI MEDAN,AKUNTANSI,Diploma Tiga,86.07,83,308.0,0.2695,0
Siswa_655,IPA,84.2,85.6,91.2,91.1,94.3,89.28,SMA NEGERI 07,400,B,94.01,0.25,JAWA TENGAH,83.93,UNIVERSITAS CENDERAWASIH,SOSIOLOGI,Sarjana,83.42,20,10.0,2.0,1
Siswa_656,IPA,86.4,86.7,89.5,91.8,92.7,89.42,SMKS RADEN UMAR SAID KUDUS,908,C,86.38,0.05,JAWA TENGAH,77.24,POLITEKNIK NEGERI JAKARTA,TEKNOLOGI REKAYASA CETAK DAN GRAFIS 3 DIMENSI,Sarjana Terapan,86.07,12,64.0,0.1875,0
Siswa_657,IPA,83.8,84.5,86.6,90.0,91.0,87.18,SMAN 10 BOGOR,648,C,90.29,0.05,JAWA BARAT,78.71,UNIVERSITAS SUMATERA UTARA,KETEKNIKAN PERTANIAN,Sarjana,86.94,25,515.0,0.0485,0
Siswa_658,IPA,93.0,95.7,94.1,94.6,94.8,94.44,SMKN 1 SINGOSARI,980,C,85.3,0.05,JAWA TIMUR,80.56,UNIVERSITAS NEGERI SURABAYA,TEKNOLOGI PANGAN DAN HASIL PERTANIAN,Sarjana,80.24,30,244.0,0.123,1
Siswa_659,IPS,87.5,87.6,86.0,86.3,86.3,86.74,SMAN 1 CAWAS,515,C,92.28,0.05,JAWA TENGAH,80.04,UNIVERSITAS GADJAH MADA,PEMBANGUNAN WILAYAH,Sarjana,86.72,24,208.0,0.1154,0
Siswa_660,IPA,88.7,86.5,88.0,90.0,90.1,88.66,SMAN 1 KENDAL,656,C,90.17,0.05,JAWA TENGAH,79.94,UNIVERSITAS GADJAH MADA,PERENCANAAN WILAYAH DAN KOTA,Sarjana,89.32,23,207.0,0.1111,0
Siswa_661,IPA,88.3,92.8,94.1,92.4,92.6,92.04,SMA NEGERI 1 SEDAYU,542,C,91.88,0.05,DI YOGYAKARTA,84.57,UNIVERSITAS NEGERI YOGYAKARTA,KEDOKTERAN,Sarjana,92.92,10,562.0,0.0178,0
Siswa_662,IPS,90.9,94.6,94.4,95.8,96.2,94.38,SMAN 1 TEGAL,237,B,96.46,0.25,JAWA TENGAH,91.04,INSTITUT TEKNOLOGI SUMATERA,REKAYASA MINYAK DAN GAS,Sarjana,87.45,33,266.0,0.1241,1
Siswa_663,IPS,85.9,84.3,85.6,87.7,88.0,86.3,SMAN 1 KEDIRI,279,B,95.83,0.25,JAWA TIMUR,82.7,POLITEKNIK NEGERI SEMARANG,TEKNIK TELEKOMUNIKASI,Sarjana Terapan,86.07,36,260.0,0.1385,1
Siswa_664,IPA,78.5,80.9,85.1,87.4,88.4,84.06,SMAN 2 BOGOR,348,B,94.79,0.25,JAWA BARAT,79.68,POLITEKNIK NEGERI BALI,PERHOTELAN (KAMPUS KAB. JEMBRANA),Diploma Tiga,86.07,15,9.0,1.6667,0
Siswa_665,IPA,87.0,87.0,89.4,86.5,85.8,87.14,SMKN 1 KARANGANYAR,627,C,90.6,0.05,JAWA TENGAH,78.95,UNIVERSITAS HASANUDDIN,TEKNIK METALURGI DAN MATERIAL,Sarjana,88.14,17,239.0,0.0711,0
Siswa_666,IPA,81.7,83.3,82.0,81.5,81.6,82.02,SMAN 1,104,B,98.45,0.25,JAWA TIMUR,80.75,UNIVERSITAS BANGKA BELITUNG,AGRIBISNIS,Sarjana,85.81,42,220.0,0.1909,0
Siswa_667,IPA,82.4,83.9,84.7,84.0,84.1,83.82,MAN 2 PONOROGO,630,C,90.56,0.05,JAWA TIMUR,75.91,UNIVERSITAS HASANUDDIN,KEDOKTERAN HEWAN,Sarjana,85.61,46,334.0,0.1377,0
Siswa_668,IPA,87.9,88.5,87.9,89.1,90.5,88.78,SMAN 23 BANDUNG,517,C,92.25,0.05,JAWA BARAT,81.9,UNIVERSITAS NEGERI SURABAYA,BIOSAINS HEWAN,Sarjana,87.83,30,26.0,1.1538,0
Siswa_669,IPA,91.2,90.6,90.8,92.8,90.9,91.26,SMKN 1 SINGOSARI,980,C,85.3,0.05,JAWA TIMUR,77.84,UNIVERSITAS LAMBUNG MANGKURAT,TEKNIK MESIN,Sarjana,85.0,33,131.0,0.2519,0
Siswa_670,IPA,85.1,84.7,84.9,88.9,90.4,86.8,SMKN 62 JAKARTA,872,C,86.92,0.05,DKI JAKARTA,75.45,POLITEKNIK NEGERI UJUNG PANDANG,TEKNIK TELEKOMUNIKASI,Diploma Tiga,86.07,23,18.0,1.2778,0
Siswa_671,IPA,86.5,85.7,85.8,85.8,86.7,86.1,SMAN 2 PARE,248,B,96.29,0.25,JAWA TIMUR,82.91,UNIVERSITAS HALUOLEO,PENDIDIKAN BIMBINGAN DAN KONSELING,Sarjana,88.23,30,604.0,0.0497,0
Siswa_672,IPS,93.5,92.8,91.3,91.3,89.3,91.64,SMAN 1 WONOGIRI,364,B,94.55,0.25,JAWA TENGAH,86.65,UNIVERSITAS SEBELAS MARET,PEND. PANCASILA & KEWARGANEGARAAN (PPKN),Sarjana,86.96,18,259.0,0.0695,0
Siswa_673,IPA,86.2,87.1,87.8,91.1,91.6,88.76,SMAN 94 JAKARTA,321,B,95.2,0.25,DKI JAKARTA,84.5,UNIVERSITAS MARITIM RAJA ALI HAJI,ILMU PEMERINTAHAN,Sarjana,87.11,75,189.0,0.3968,1
Siswa_674,IPA,98.0,97.6,97.5,99.0,98.9,98.2,SMAN 1 BALEENDAH,633,C,90.51,0.05,JAWA BARAT,88.88,UNIVERSITAS TADULAKO,PEND. BIOLOGI,Sarjana,87.22,35,186.0,0.1882,1
Siswa_675,IPA,87.8,90.2,85.3,88.9,88.0,88.04,SMAN 3 BATU SANGKAR,286,B,95.72,0.25,SUMATERA BARAT,84.27,POLITEKNIK NEGERI MEDAN,BAHASA INGGRIS,Diploma Tiga,86.07,23,174.5,0.2013,1
Siswa_676,IPS,76.2,80.2,85.3,86.9,88.1,83.34,SMAN 2 SURABAYA,149,B,97.78,0.25,JAWA TIMUR,81.49,POLITEKNIK PERTANIAN NEGERI PAYAKUMBUH,PARAMEDIK VETERINER,Diploma Tiga,86.07,21,34.0,0.6176,0
Siswa_677,IPA,88.8,88.6,91.8,90.5,89.9,89.92,SMAN 19 JAKARTA,84,A,98.75,0.4,DKI JAKARTA,88.8,POLITEKNIK NEGERI BANYUWANGI,TEKNIK SIPIL,Diploma Tiga,86.07,60,52.0,1.1538,1
Siswa_678,IPA,86.9,88.4,88.6,87.0,88.4,87.86,SMAN 1 WONOAYU,966,C,85.51,0.05,JAWA TIMUR,75.13,UNIVERSITAS NEGERI SURABAYA,MUSIK,Sarjana,81.45,45,73.0,0.6164,0
Siswa_679,IPS,91.4,93.4,94.5,92.4,93.3,93.0,SMA STRADA BHAKTI WIYATA,406,C,93.92,0.05,JAWA BARAT,87.35,UNIVERSITAS NEGERI MALANG,TEKNOLOGI REKAYASA MANUFAKTUR,Sarjana Terapan,83.06,31,114.0,0.2719,1
Siswa_680,IPS,88.4,90.3,89.0,91.3,92.8,90.36,SMAN 2 PROBOLINGGO,978,C,85.33,0.05,JAWA TIMUR,77.1,UNIVERSITAS GADJAH MADA,ILMU TANAH,Sarjana,86.1,23,167.0,0.1377,0
Siswa_681,IPS,84.3,85.5,89.9,93.2,95.3,89.64,SMAN 8 TANGERANG,456,C,93.17,0.05,BANTEN,83.52,UNIVERSITAS NEGERI YOGYAKARTA,PENDIDIKAN AGAMA ISLAM,Sarjana,86.07,16,174.5,0.2013,1
Siswa_682,IPA,78.9,81.4,86.2,90.9,92.0,85.88,SMAS CAKRA BUANA,743,C,88.86,0.05,JAWA BARAT,76.31,UNIVERSITAS PADJADJARAN,ILMU HUKUM,Sarjana,90.62,88,2079.0,0.0423,0
Siswa_683,IPA,84.0,85.9,87.2,89.9,90.5,87.5,SMAN 1 JEKULO KUDUS,800,C,88.0,0.05,JAWA TENGAH,77.0,POLITEKNIK NEGERI KUPANG,MANAJEMEN PERUSAHAAN,Sarjana Terapan,86.07,49,196.0,0.25,0
Siswa_684,IPS,80.7,79.3,82.3,85.6,86.8,82.94,SMAN 2 BALIGE,161,B,97.6,0.25,SUMATERA UTARA,80.95,POLITEKNIK NEGERI LAMPUNG,TEKNOLOGI PRODUKSI TERNAK,Sarjana Terapan,86.07,56,45.0,1.2444,0
Siswa_685,IPS,82.1,84.8,86.2,86.0,85.7,84.96,SMAN 75 JAKARTA,784,C,88.24,0.05,DKI JAKARTA,74.97,UNIVERSITAS TERBUKA,MANAJEMEN (UT BOGOR),Sarjana,86.07,37,174.5,0.2013,0
Siswa_686,IPA,87.9,90.7,89.0,87.7,88.2,88.7,SMAS IT IMAM SYAFII,460,C,93.11,0.05,KEPULAUAN RIAU,82.59,POLITEKNIK NEGERI SEMARANG,KEUANGAN DAN PERBANKAN,Diploma Tiga,86.07,36,210.0,0.1714,0
Siswa_687,IPA,93.3,92.8,93.0,95.7,95.9,94.14,SMAN 23 JAKARTA,550,C,91.76,0.05,DKI JAKARTA,86.38,INSTITUT PERTANIAN BOGOR,SILVIKULTUR,Sarjana,87.81,44,338.0,0.1302,1
Siswa_688,IPA,87.0,88.0,89.3,91.1,91.5,89.38,SMAN 5 BENGKULU,500,C,92.51,0.05,BENGKULU,82.69,UNIVERSITAS NEGERI SEMARANG,"P. SENI DRAMA, TARI & MUSIK (P. SENI TARI)",Sarjana,84.64,36,147.0,0.2449,0
Siswa_689,IPS,79.0,81.4,81.5,82.7,83.9,81.7,SMKN 1 NGAWI,738,C,88.93,0.05,JAWA TIMUR,72.66,UNIVERSITAS AIRLANGGA,ANTROPOLOGI,Sarjana,84.87,30,225.0,0.1333,0
Siswa_690,IPA,87.2,87.8,88.4,90.1,90.9,88.88,SMAN 1 NGUNUT,509,C,92.37,0.05,JAWA TIMUR,82.1,"UPN ""VETERAN"" JAKARTA",MANAJEMEN,Sarjana,86.07,64,1482.0,0.0432,1
Siswa_691,IPA,91.0,94.1,94.9,96.6,97.2,94.76,SMAN 1 SAMPIT,654,C,90.2,0.05,KALIMANTAN TENGAH,85.47,UNIVERSITAS PALANGKARAYA,PEND. MATEMATIKA,Sarjana,83.98,30,69.0,0.4348,1
Siswa_692,IPA,82.0,87.7,88.5,92.1,94.7,89.0,SMA IT FITHRAH INSANI,804,C,87.94,0.05,JAWA BARAT,78.27,UNIVERSITAS SULAWESI BARAT,STATISTIKA,Sarjana,83.59,28,32.0,0.875,0
Siswa_693,IPA,84.3,83.8,84.9,88.5,88.3,85.96,SMAN 1 PACITAN,481,C,92.79,0.05,JAWA TIMUR,79.76,UNIVERSITAS MARITIM RAJA ALI HAJI,ILMU KELAUTAN,Sarjana,85.64,48,51.0,0.9412,0
Siswa_694,IPA,85.1,83.3,82.2,84.3,84.7,83.92,SMAS PANJURA,663,C,90.06,0.05,JAWA TIMUR,75.58,UNIVERSITAS JEMBER,TEKNOLOGI REKAYASA KONSTRUKSI BANGUNAN GEDUNG,Sarjana Terapan,83.74,30,61.0,0.4918,0
Siswa_695,IPA,81.1,82.7,82.2,84.9,86.0,83.38,SMA NEGERI 03,114,B,98.3,0.25,JAWA TENGAH,81.96,POLITEKNIK NEGERI BATAM,TEKNOLOGI REKAYASA PENGELASAN DAN FABRIKASI,Sarjana Terapan,86.07,15,167.0,0.0898,0
Siswa_696,IPS,88.2,90.7,89.1,91.1,91.3,90.08,SMKN 1 KUDUS,749,C,88.77,0.05,JAWA TENGAH,79.96,"UPN ""VETERAN"" YOGYAKARTA",ILMU TANAH,Sarjana,86.07,35,208.0,0.1683,0
Siswa_697,IPA,84.4,84.9,87.9,88.0,88.9,86.82,SMAN 5 JAKARTA,578,C,91.34,0.05,DKI JAKARTA,79.3,UNIVERSITAS PATTIMURA,TEK. HASIL PERTANIAN,Sarjana,81.97,9,20.0,0.45,0
Siswa_698,IPA,87.1,91.0,87.8,90.3,89.8,89.2,SMAS K SANTO YOSEPH DENPASAR,361,B,94.59,0.25,BALI,84.37,UNIVERSITAS NEGERI MAKASSAR,PEND. GURU SEK. DASAR (KAMPUS PARE-PARE),Sarjana,88.31,47,236.0,0.1992,0
Siswa_699,IPA,80.6,78.9,82.2,80.4,81.1,80.64,SMAN 1 KARANGANOM,341,B,94.89,0.25,JAWA TENGAH,76.52,UNIVERSITAS TADULAKO,KIMIA,Sarjana,82.79,32,63.0,0.5079,1
Siswa_700,IPA,82.8,85.2,89.0,92.1,93.5,88.52,SMA NEGERI 5 CIMAHI,770,C,88.45,0.05,JAWA BARAT,78.3,UNIVERSITAS GADJAH MADA,HUKUM,Sarjana,91.82,96,1463.0,0.0656,0
Siswa_701,IPA,88.6,88.4,88.8,87.4,86.8,88.0,SMAN 10 BEKASI,987,C,85.2,0.05,JAWA BARAT,74.98,UNIVERSITAS NEGERI SEMARANG,PENDIDIKAN GURU SEKOLAH DASAR,Sarjana,87.96,120,2787.0,0.0431,0
Siswa_702,IPA,83.1,87.6,83.4,84.9,86.0,85.0,SMAN 1 SOLOK,761,C,88.59,0.05,SUMATERA BARAT,75.3,UNIVERSITAS SILIWANGI,INFORMATIKA,Sarjana,91.06,70,849.0,0.0824,0
Siswa_703,IPA,93.6,98.6,98.9,98.2,98.4,97.54,SMA Islam Terpadu Granada,969,C,85.47,0.05,KALIMANTAN TIMUR,83.37,UNIVERSITAS NEGERI MALANG,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,Sarjana,88.69,66,428.0,0.1542,0
Siswa_704,IPA,83.0,82.5,83.3,85.4,84.7,83.78,MAN INSAN CENDEKIA TAPANULI SELATAN,449,C,93.27,0.05,SUMATERA UTARA,78.14,UNIVERSITAS NEGERI MAKASSAR,PENDIDIKAN LUAR SEKOLAH,Sarjana,84.05,23,23.0,1.0,0
Siswa_705,IPA,86.1,86.0,85.0,85.9,84.6,85.52,MAN 12 JAKARTA,843,C,87.36,0.05,DKI JAKARTA,74.71,UNIVERSITAS HASANUDDIN,PENDIDIKAN DOKTER GIGI,Sarjana,90.02,50,1033.0,0.0484,0
